SOVEREIGNT,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
Indonesia,1,2204167,153.06715155300,0,63,63,0.81032108729,3.76756586364,1786083.00000000000,62,0,51,0
Malaysia,2,384580,26.70694423080,0,63,63,2.48481980342,8.41392011108,955612.00000000000,62,0,3,0
Chile,3,1105326,76.75874938590,0,63,63,0.57774810328,4.14485817107,638600.00000000000,63,0,2,0
Bolivia,4,1327672,92.19944370680,0,63,63,0.13525931104,1.95847944449,179580.00000000000,63,0,51,0
Peru,5,1532376,106.41499914900,0,63,63,0.27554725472,2.62885101002,422242.00000000000,63,0,43,0
Argentina,6,4013074,278.68569221500,0,63,63,0.57842292467,4.08071177912,2321254.00000000000,63,0,2,0
United Kingdom,7,516487,35.86715249080,0,63,63,12.33721855540,17.12884967220,6372013.00000000000,63,0,2,6
Cyprus,8,7653,0.53145832908,0,63,63,11.25258068730,14.58024902080,86116.00000000000,63,3,2,5
India,9,4012354,278.63569221500,0,63,63,2.81428906821,5.77666259269,11291924.00000000000,63,0,2,0
China,10,13697660,951.22638127900,0,63,63,1.23382059417,5.18489921497,16900455.00000000000,63,0,2,0
Israel,11,38553,2.67729164525,0,63,63,18.20042538840,20.21154066310,701681.00000000000,63,0,2,9
Lebanon,12,14036,0.97472221442,0,63,63,18.95547164430,16.69786064560,266059.00000000000,63,0,2,14
Ethiopia,13,1334965,92.70590203610,0,62,62,0.04040630279,0.86663312978,53941.00000000000,61,0,39,0
South Sudan,14,739530,51.35624958920,0,28,28,0.00563195543,0.20929783360,4165.00000000000,24,0,17,0
Somalia,15,554651,38.51743024740,0,21,21,0.00611375441,0.20779987928,3391.00000000000,19,0,21,0
Kenya,16,685660,47.61527739690,0,60,60,0.09591050958,1.39026178635,65762.00000000000,59,0,60,0
Pakistan,17,1176629,81.71034656850,0,63,63,2.47427778850,6.11420814558,2911307.00000000000,63,0,49,0
Malawi,18,143472,9.96333325363,0,62,62,0.20842394335,2.29489960553,29903.00000000000,61,0,62,0
United Republic of Tanzania,19,1108994,77.01347160610,0,62,62,0.05224013836,1.08492190016,57934.00000000000,61,0,51,0
Syria,20,264497,18.36784707530,0,63,63,3.39940717664,7.43088468406,899133.00000000000,63,0,2,0
Somaliland,21,198714,13.79958322290,0,41,41,0.01556005113,0.46067780737,3092.00000000000,33,0,24,0
France,22,1071931,74.43965218230,0,63,63,8.26560384950,12.35115701040,8860157.00000000000,63,0,2,5
Suriname,23,170228,11.82138879430,0,63,63,0.14327842658,1.84045572993,24390.00000000000,61,0,44,0
Guyana,24,248072,17.22722208440,0,62,62,0.05469782966,0.95139039764,13569.00000000000,54,0,27,0
South Korea,25,142550,9.89930547636,0,63,63,16.06109435290,16.79629055970,2289509.00000000000,63,4,2,9
North Korea,26,186307,12.93798600760,0,51,51,0.14872227023,1.15577815715,27708.00000000000,48,0,30,0
Morocco,27,797106,55.35458289050,0,63,63,0.63573226146,3.80985360357,506746.00000000000,63,0,48,0
Western Sahara,28,115908,8.04916660227,0,29,29,0.00382199676,0.20445791944,443.00000000000,15,0,24,0
Costa Rica,29,60734,4.21763885515,0,63,63,2.93433661540,7.14899845100,178214.00000000000,62,0,48,0
Nicaragua,30,154340,10.71805546980,0,63,63,0.47962291046,3.04973132865,74025.00000000000,63,0,2,0
Republic of the Congo,31,403810,28.04236088680,0,62,62,0.06594190337,1.40333961454,26628.00000000000,61,0,55,0
Democratic Republic of the Congo,32,2731461,189.68479014900,0,63,63,0.02059007981,0.81963663158,56241.00000000000,62,0,34,0
Bhutan,33,53042,3.68347219275,0,24,24,0.09418951020,0.85244276677,4996.00000000000,24,0,2,0
Ukraine,34,1015750,70.53819388010,0,63,63,2.57947821807,5.46091865087,2620105.00000000000,62,0,63,0
Belarus,35,404959,28.12215255280,0,63,63,1.16895043696,4.47817063717,473377.00000000000,62,0,3,0
Namibia,36,1038865,72.14340220060,0,63,63,0.05474436043,1.09572564488,56872.00000000000,63,0,43,0
South Africa,37,1628616,113.09833242900,0,63,63,1.28705047722,5.90731931276,2096111.00000000000,63,0,50,0
Netherlands,38,71480,4.96388884918,0,63,63,23.24868494680,18.70720610850,1661816.00000000000,62,6,3,16
Oman,39,388545,26.98229145080,0,63,63,1.62485683769,6.37720946881,631330.00000000000,63,0,2,0
Uzbekistan,40,698586,48.51291627860,0,63,63,1.47038875672,5.14892208963,1027193.00000000000,63,0,2,0
Kazakhstan,41,4742793,329.36062236500,0,63,63,0.33343496121,2.64014984531,1581413.00000000000,63,0,2,0
Tajikistan,42,211630,14.69652766020,0,61,61,0.73502811511,3.13592846389,155554.00000000000,60,0,50,0
Lithuania,43,132375,9.19270825979,0,63,63,2.00475165250,6.19709152970,265379.00000000000,62,0,3,0
Brazil,44,10182356,707.10804989900,0,63,63,0.65570551648,4.23210326657,6676627.00000000000,63,0,2,0
Uruguay,45,245896,17.07611097450,0,63,63,0.68125142337,4.42713829594,167517.00000000000,63,0,2,0
Mongolia,46,2658249,184.60062352300,0,63,63,0.02028440526,0.61396814105,53921.00000000000,62,0,3,0
Russia,47,41034337,2849.60671331000,0,63,63,0.59630357864,3.59998587470,24468922.00000000000,63,0,2,0
Czechia,48,141429,9.82145825476,0,63,63,10.32677173710,10.30988208050,1460505.00000000000,62,5,3,7
Germany,49,661451,45.93409685470,0,63,63,11.72663583550,12.69553065070,7756595.00000000000,62,5,3,7
Estonia,50,102099,7.09020827661,0,63,63,2.06021606480,6.69813418305,210346.00000000000,61,0,63,0
Latvia,51,136848,9.50333325731,0,63,63,1.19650999649,4.86737277826,163740.00000000000,62,0,3,0
Norway,52,862002,59.86124952110,0,63,63,2.59016568407,7.83631987653,2232728.00000000000,62,0,3,0
Sweden,53,1131243,78.55854103820,0,63,63,3.18325594059,8.13712025023,3601036.00000000000,62,0,3,0
Finland,54,898283,62.38076338980,0,63,63,3.90152101287,9.49311499478,3504670.00000000000,61,0,4,0
Vietnam,55,402394,27.94402755420,0,63,63,1.87407615422,5.57898531948,754117.00000000000,63,0,2,0
Cambodia,56,217016,15.07055543500,0,61,61,0.08275887492,1.37767131873,17960.00000000000,59,0,25,0
Luxembourg,57,4681,0.32506944184,0,63,63,21.30997650070,15.66838319750,99752.00000000000,60,9,0,15
United Arab Emirates,58,90774,6.30374994957,0,63,63,8.98006036971,16.22478465330,815156.00000000000,62,0,38,3
Belgium,59,56126,3.89763885771,0,63,63,29.11212272390,19.20549409180,1633947.00000000000,62,63,3,25
Georgia,60,109182,7.58208327268,0,59,59,0.51740213588,2.78360899125,56491.00000000000,58,0,59,0
Macedonia,61,39477,2.74145831140,0,62,62,3.13377409631,6.61063517973,123712.00000000000,62,0,2,0
Albania,62,43765,3.03923608680,0,62,62,1.78402833314,4.79614509655,78078.00000000000,62,0,52,0
Azerbaijan,63,131531,9.13409714915,0,62,62,1.82768320776,5.41220237281,240397.00000000000,62,0,2,0
Kosovo,64,17241,1.19729165709,0,58,58,3.69381126385,6.24600854931,63685.00000000000,57,0,53,0
Turkey,65,1169384,81.20722157260,0,63,63,1.81334873745,5.38490049709,2120501.00000000000,63,0,63,0
Spain,66,773025,53.68229123720,0,63,63,6.59608292099,12.36680949510,5098937.00000000000,63,0,2,3
Laos,67,281234,19.53013873260,0,62,62,0.09221502379,1.29144216473,25934.00000000000,59,0,33,0
Kyrgyzstan,68,308881,21.45006927280,0,62,62,0.49636591438,2.72055518545,153318.00000000000,61,0,46,0
Armenia,69,45122,3.13347219715,0,61,61,1.34273746731,4.53117526099,60587.00000000000,60,0,32,0
Denmark,70,4443327,308.56437253100,0,63,63,0.16721929311,1.84651854982,743010.00000000000,62,0,63,0
Libya,71,2129936,147.91222103900,0,63,63,0.45357513090,3.32629808250,966086.00000000000,63,0,2,0
Tunisia,72,220486,15.31152765530,0,63,63,2.25923641410,6.83752985143,498130.00000000000,63,0,2,0
Romania,73,394378,27.38736089200,0,63,63,3.26309023323,5.98869763854,1286891.00000000000,63,0,2,0
Hungary,74,159246,11.05874991150,0,63,63,7.11048315185,9.24633887870,1132316.00000000000,62,0,63,5
Slovakia,75,85242,5.91958328598,0,63,63,6.87841674292,8.25279675716,586330.00000000000,62,0,58,5
Poland,76,592479,41.14437467080,0,63,63,6.94280978735,9.08221876528,4113469.00000000000,62,0,3,5
Ireland,77,134412,9.33416659199,0,63,63,6.18807844538,8.70236976911,831752.00000000000,62,0,3,5
Greece,78,196929,13.67562489060,0,63,63,5.49716903046,9.21004617107,1082552.00000000000,63,0,2,3
Zambia,79,904324,62.80027727540,0,63,63,0.08757370146,1.52797191865,79195.00000000000,62,0,57,0
Sierra Leone,80,84695,5.88159717517,0,36,36,0.02657772005,0.58996842076,2251.00000000000,30,0,3,0
Guinea,81,290510,20.17430539420,0,50,50,0.03625348525,0.81361808239,10532.00000000000,49,0,24,0
Liberia,82,112194,7.79124993767,0,13,13,0.01249621192,0.27812307682,1402.00000000000,12,0,13,0
Central African Republic,83,727873,50.54673570670,0,48,48,0.00486760740,0.30349487189,3543.00000000000,41,0,20,0
Sudan,84,2262248,157.10055429900,0,63,63,0.08472148058,1.35051466622,191661.00000000000,62,0,45,0
Djibouti,85,26109,1.81312498550,0,62,62,0.15374008962,2.11982472680,4014.00000000000,43,0,12,0
Eritrea,86,148570,10.31736102860,0,60,60,0.06767853537,1.09277671548,10055.00000000000,53,0,29,0
Austria,87,144646,10.04486103080,0,63,63,6.99982716425,9.63819117735,1012497.00000000000,62,0,56,5
Iraq,88,608348,42.24638855090,0,63,63,1.80593837738,6.28191950643,1098639.00000000000,63,0,2,0
Italy,89,477696,33.17333306790,0,63,63,14.71399802380,16.27979376660,7028818.00000000000,63,0,2,8
Switzerland,90,70296,4.88166662761,0,63,63,12.48600204850,15.11986751150,877716.00000000000,62,0,3,8
Iran,91,2247640,156.08610986200,0,63,63,2.34841700628,6.90152725168,5278396.00000000000,63,0,2,0
Liechtenstein,92,237,0.01645833320,0,59,59,24.27848101270,17.64029002860,5754.00000000000,55,0,15,21
Ivory Coast,93,378558,26.28874978970,0,62,62,0.37666883278,2.38909696629,142591.00000000000,61,0,51,0
Republic of Serbia,94,125829,8.73812493010,0,63,63,5.13616098038,7.93171257801,646278.00000000000,62,0,52,4
Mali,95,1536343,106.69048525800,0,63,63,0.01959523362,0.72183322736,30105.00000000000,62,0,45,0
Senegal,96,236749,16.44090264630,0,63,63,0.17486029508,2.09760313101,41398.00000000000,63,0,46,0
Nigeria,97,1077169,74.80340217940,0,63,63,1.02789163075,5.25719784955,1107213.00000000000,62,0,45,0
Benin,98,137743,9.56548603459,0,62,62,0.17437546736,1.78607033186,24019.00000000000,60,0,44,0
Angola,99,1491699,103.59020750500,0,63,63,0.03910172226,1.02915543675,58328.00000000000,63,0,36,0
Croatia,100,90616,6.29277772744,0,63,63,6.27835040170,9.28396817443,568919.00000000000,62,0,46,5
Slovenia,101,34059,2.36520831441,0,63,63,7.82421680026,9.61940309989,266485.00000000000,62,0,57,5
Qatar,102,14396,0.99972221422,0,63,63,12.98464851350,17.42446407420,186927.00000000000,62,4,37,5
Saudi Arabia,103,2462617,171.01506807600,0,63,63,1.30890755647,5.99549268470,3223338.00000000000,63,0,2,0
Botswana,104,730557,50.73312459410,0,63,63,0.08251101557,1.33314818015,60279.00000000000,63,0,47,0
Zimbabwe,105,481221,33.41812473270,0,63,63,0.24426614799,2.45387247187,117546.00000000000,63,0,43,0
Bulgaria,106,178597,12.40256934520,0,63,63,2.73727442230,5.41608611077,488869.00000000000,63,0,55,0
Thailand,107,623806,43.31986076460,0,63,63,2.58135221527,7.25502393350,1610263.00000000000,62,0,55,0
San Marino,108,96,0.00666666661,13,58,45,40.30208333330,13.55937544010,3869.00000000000,40,56,13,43
Haiti,109,33217,2.30673609266,0,54,54,0.31333353403,2.40281383013,10408.00000000000,52,0,31,0
Dominican Republic,110,59825,4.15451385565,0,63,63,3.42035938153,8.45867790878,204623.00000000000,63,0,37,0
Chad,111,1538053,106.80923525700,0,53,53,0.00600564480,0.33169158481,9237.00000000000,51,0,40,0
Kuwait,112,23365,1.62256943146,0,63,63,16.44793494540,18.64838113900,384306.00000000000,62,0,47,8
El Salvador,113,24710,1.71597220849,0,63,63,5.04002428167,8.68412222354,124539.00000000000,62,0,41,4
Guatemala,114,132071,9.17159714885,0,63,63,1.52379401988,5.09463186945,201249.00000000000,63,0,2,0
East Timor,115,17858,1.24013887897,0,48,48,0.17622354127,1.56707686405,3147.00000000000,35,0,14,0
Brunei,116,6718,0.46652777405,0,63,63,5.49940458470,14.21527539040,36945.00000000000,61,0,51,0
Monaco,117,30,0.00208333332,47,62,15,57.60000000000,4.43170396123,1728.00000000000,14,62,47,59
Algeria,118,3062769,212.69228996500,0,63,63,0.44919156489,3.03605125844,1375770.00000000000,63,0,2,0
Mozambique,119,967112,67.16055501830,0,62,62,0.04838115958,1.07762338713,46790.00000000000,62,0,62,0
