SOVEREIGNT,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
Indonesia,1,2204167,153.06715155300,0,63,63,0.79509356596,3.53607197732,1752519.00000000000,63,0,54,0
Malaysia,2,384580,26.70694423080,0,63,63,2.41012013105,7.87247615007,926884.00000000000,63,0,49,0
Chile,3,1105326,76.75874938590,0,63,63,0.57599386968,3.81541129082,636661.00000000000,63,0,51,0
Bolivia,4,1327672,92.19944370680,0,63,63,0.12238113028,1.80916942519,162482.00000000000,63,0,44,0
Peru,5,1532376,106.41499914900,0,63,63,0.27569343294,2.44516318804,422466.00000000000,63,0,49,0
Argentina,6,4013074,278.68569221500,0,63,63,0.56324104664,3.84249015625,2260328.00000000000,63,0,54,0
United Kingdom,7,516487,35.86715249080,0,63,63,10.65356727270,15.27404091650,5502429.00000000000,63,0,2,5
Cyprus,8,7653,0.53145832908,0,63,63,10.57206324320,14.03541053450,80908.00000000000,63,3,47,5
India,9,4012354,278.63569221500,0,63,63,2.53949103195,5.23023805809,10189337.00000000000,63,0,55,0
China,10,13697660,951.22638127900,0,63,63,1.20843560141,5.12272099655,16552740.00000000000,63,0,51,0
Israel,11,38553,2.67729164525,0,63,63,17.42712629370,19.53724329270,671868.00000000000,63,0,50,9
Lebanon,12,14036,0.97472221442,0,63,63,18.23005129670,16.05289277710,255877.00000000000,63,0,2,14
Ethiopia,13,1334965,92.70590203610,0,61,61,0.04013738188,0.82107308722,53582.00000000000,61,0,46,0
South Sudan,14,739530,51.35624958920,0,29,29,0.00457317485,0.19270474204,3382.00000000000,25,0,17,0
Somalia,15,554651,38.51743024740,0,18,18,0.00573153208,0.17874401550,3179.00000000000,17,0,17,0
Kenya,16,685660,47.61527739690,0,62,62,0.11620482455,1.34898345560,79677.00000000000,62,0,62,0
Pakistan,17,1176629,81.71034656850,0,63,63,2.04712020526,5.32584054839,2408701.00000000000,63,0,52,0
Malawi,18,143472,9.96333325363,0,62,62,0.23556512769,2.27590719896,33797.00000000000,62,0,2,0
United Republic of Tanzania,19,1108994,77.01347160610,0,63,63,0.05691284173,1.02480163265,63116.00000000000,63,0,52,0
Syria,20,264497,18.36784707530,0,63,63,3.38375104444,7.14176165554,894992.00000000000,63,0,52,0
Somaliland,21,198714,13.79958322290,0,34,34,0.01595257506,0.41047599917,3170.00000000000,32,0,17,0
France,22,1071931,74.43965218230,0,63,63,6.77118489903,10.47447697180,7258243.00000000000,63,0,50,4
Suriname,23,170228,11.82138879430,0,63,63,0.13275724323,1.66844790724,22599.00000000000,63,0,2,0
Guyana,24,248072,17.22722208440,0,60,60,0.05335950853,0.87068312486,13237.00000000000,55,0,26,0
South Korea,25,142550,9.89930547636,0,63,63,15.07379866710,16.42109277380,2148770.00000000000,63,3,50,8
North Korea,26,186307,12.93798600760,0,52,52,0.18864025506,1.18942228126,35145.00000000000,49,0,29,0
Morocco,27,797106,55.35458289050,0,63,63,0.65974036076,3.71957894527,525883.00000000000,63,0,51,0
Western Sahara,28,115908,8.04916660227,0,21,21,0.00356317079,0.16436959006,413.00000000000,16,0,9,0
Costa Rica,29,60734,4.21763885515,0,63,63,2.97228899793,6.82305849431,180519.00000000000,63,0,43,2
Nicaragua,30,154340,10.71805546980,0,63,63,0.42825579889,2.79069727755,66097.00000000000,63,0,52,0
Republic of the Congo,31,403810,28.04236088680,0,63,63,0.09507193977,1.55424050189,38391.00000000000,63,0,48,0
Democratic Republic of the Congo,32,2731461,189.68479014900,0,63,63,0.02331206633,0.81898884001,63676.00000000000,63,0,40,0
Bhutan,33,53042,3.68347219275,0,22,22,0.13370536556,0.88965245837,7092.00000000000,21,0,18,0
Ukraine,34,1015750,70.53819388010,0,63,63,2.08516564115,4.70492011323,2118007.00000000000,63,0,63,0
Belarus,35,404959,28.12215255280,0,63,63,1.47316888870,4.68154791566,596573.00000000000,63,0,2,0
Namibia,36,1038865,72.14340220060,0,63,63,0.05176225977,0.99902419807,53774.00000000000,63,0,41,0
South Africa,37,1628616,113.09833242900,0,63,63,1.14989782736,5.40638539666,1872742.00000000000,64,0,1,0
Netherlands,38,71480,4.96388884918,0,63,63,18.12694459990,15.08152445050,1295714.00000000000,63,6,63,12
Oman,39,388545,26.98229145080,0,63,63,1.48826262080,5.92609750318,578257.00000000000,63,0,56,0
Uzbekistan,40,698586,48.51291627860,0,63,63,1.39829884939,4.73447328249,976832.00000000000,63,0,60,0
Kazakhstan,41,4742793,329.36062236500,0,63,63,0.30204122339,2.35264274399,1432519.00000000000,63,0,54,0
Tajikistan,42,211630,14.69652766020,0,58,58,0.62217076974,2.61460534411,131670.00000000000,58,0,38,0
Lithuania,43,132375,9.19270825979,0,63,63,2.18050236072,6.03675182757,288644.00000000000,62,0,63,0
