SOVEREIGNT,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
Indonesia,1,2204167,153.06715155300,0,63,63,1.41904991772,5.34748310660,3127823.00000000000,62,0,3,0
Malaysia,2,384580,26.70694423080,0,63,63,4.52833740704,11.30032536800,1741508.00000000000,61,0,4,0
Chile,3,1105326,76.75874938590,0,63,63,1.00579738466,5.21790625617,1111734.00000000000,61,0,54,0
Bolivia,4,1327672,92.19944370680,0,63,63,0.26968181900,2.68376367386,358049.00000000000,61,0,4,0
Peru,5,1532376,106.41499914900,0,63,63,0.53712339530,3.61738080478,823075.00000000000,61,0,4,0
Argentina,6,4013074,278.68569221500,0,63,63,1.04856127746,5.42638438518,4207954.00000000000,62,0,3,0
United Kingdom,7,516487,35.86715249080,0,63,63,16.68447221320,18.19848812920,8617313.00000000000,61,0,4,11
Cyprus,8,7653,0.53145832908,0,63,63,17.91454331630,17.70148283680,137100.00000000000,61,0,37,11
India,9,4012354,278.63569221500,0,63,63,5.49126123966,8.50888111658,22032884.00000000000,62,0,3,5
China,10,13697660,951.22638127900,0,63,63,2.64305859541,8.06444787075,36203718.00000000000,62,0,3,0
Israel,11,38553,2.67729164525,0,63,63,24.64544912200,22.11263451970,950156.00000000000,61,0,40,17
Lebanon,12,14036,0.97472221442,0,63,63,21.19186377890,17.36043626000,297449.00000000000,61,0,4,17
Ethiopia,13,1334965,92.70590203610,0,63,63,0.09589539801,1.32143602389,128017.00000000000,61,0,63,0
South Sudan,14,739530,51.35624958920,0,61,61,0.03703433262,0.81154611285,27388.00000000000,54,0,51,0
Somalia,15,554651,38.51743024740,0,41,41,0.01356528700,0.36099815663,7524.00000000000,29,0,26,0
Kenya,16,685660,47.61527739690,0,63,63,0.22316162530,2.12578464908,153013.00000000000,60,0,63,0
Pakistan,17,1176629,81.71034656850,0,63,63,3.29706305046,7.30628052849,3879420.00000000000,62,0,3,0
Malawi,18,143472,9.96333325363,0,63,63,0.50944435151,3.44982395036,73091.00000000000,60,0,53,0
United Republic of Tanzania,19,1108994,77.01347160610,0,63,63,0.12034420385,1.60564019708,133461.00000000000,60,0,45,0
Syria,20,264497,18.36784707530,0,63,63,5.67511540774,10.30704350130,1501051.00000000000,61,0,53,0
Somaliland,21,198714,13.79958322290,0,59,59,0.03177934116,0.83726283539,6315.00000000000,52,0,35,0
