Series Name,"Series Code","Country Name","Country Code","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
GDP (constant LCU),"NY.GDP.MKTP.KN","Australia","AUS","753860000000","784309000000","815513000000","846742000000","879584000000","914472000000","956325000000","1004314000000","1043916000000","1064096000000","1106692000000","1139735000000","1185337000000","1223153000000","1257820000000","1305332000000","1353078000000","1379094000000","1407406000000","1441903000000","1498021000000","1537561000000","1576897000000","1613972000000","1659604000000","1692092000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Austria","AUT","207474473500","208567468700","213577507000","219275720000","224427680000","229126290000","237332290000","245772610000","254069210000","257288700000","261537950000","264000260000","271220980000","277307360000","286885670000","297579090000","301925010000","290558800000","295896640000","304545100000","306617360000","306695560000","309237250000","312613670000","317149430000","326775780000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Azerbaijan","AZE","6158153800","4735620300","3802703100","3353984100","3397585900","3594645900","3954110500","4246714700","4718100000","5185191900","5734822200","6377122300","7027588800","8882872300","11947463200","14940183200","16549602600","18107028400","18986005000","18998521100","19416488600","20542000000","20952840000","21183321200","20526638200","20547164800"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bahamas, The","BHS","7176461454.14338","7198551100.43013","7425227441.56203","7750359692.02092","8077698511.4435","8244280000","8633120000","9249880000","9633680000","9886630000","10154020000","10025600000","10114110000","10457520000","10720720000","10875800000","10623050000","10179510000","10336150000","10399500000","10720500000","10676500000","10660700000","10772100000","10590100000","10742300000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bahrain","BHR","3968719000","4479493400","4468294600","4643898200","4834762700","4984301900","5223050100","5447641200","5736365900","5879260700","6091745900","6458709700","6909588800","7377294700","7854500000","8505830000","9037030000","9266550000","9668200000","9860000000","10228000000","10782000000","11251000000","11573000000","11945180000","12409230000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bangladesh","BGD","2437698668000","2552552345400","2651849859100","2787658459800","2913742000000","3044566000000","3202184000000","3351731000000","3529148000000","3708333000000","3850478000000","4032974000000","4244283000000","4521687000000","4823368000000","5163832000000","5474374000000","5750563000000","6070973000000","6463424000000","6884932000000","7298964000000","7741361000000","8248624000000","8835387000000","9478975000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Barbados","BRB","1115557947.96865","1128944643.34427","1171844539.79135","1195281430.58718","1243092687.81067","1301518044.13777","1349674211.77087","1355072908.61795","1386239585.51616","1352969835.46377","1363793594.14748","1393797053.21873","1413310211.96379","1469842620.44234","1553623649.80756","1581588875.50409","1583170464.3796","1519843645.80441","1524403176.74183","1535073998.97902","1539679220.97595","1539679220.97595","1539679220.97595","1553536333.96474","1584607060.64403","1611086862.00924"
GDP (constant LCU),"NY.GDP.MKTP.KN","Belarus","BLR","920019500","850098000","750636500","672570300","691402300","770222200","834920800","863308100","913380000","956540000","1004800000","1075570000","1198720000","1311399700","1442539600","1566598100","1726391100","1729843800","1864662600","1968034100","2002108500","2022609800","2057461100","1978669200","1928679100","1975389900"
GDP (constant LCU),"NY.GDP.MKTP.KN","Belgium","BEL","257593827100","255116101400","263348625200","269628850600","273925133700","284088975000","289700511700","300023443500","310925251400","313448545400","319029516500","321500614600","333186135300","340163961600","348688947100","360715137500","363540161200","355348966500","365100500000","371666112000","372538772600","373286273300","378113854900","383509376300","388925648600","395653155200"
GDP (constant LCU),"NY.GDP.MKTP.KN","Belize","BLZ","1159475200","1232250400","1234196600","1242144500","1259891300","1304556700","1353359600","1472189600","1664144900","1747612800","1837065400","2008400000","2101800000","2156000000","2254800000","2279700000","2353300000","2370081800","2448873800","2500396900","2595444300","2613957600","2719700100","2822912500","2809178000","2834000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Benin","BEN","1464430750400","1549897449100","1581211584100","1676798965400","1749308515300","1849625907400","1922889814100","2025600000000","2144300000000","2258600000000","2363500000000","2444900000000","2553200000000","2596900000000","2699400000000","2861000000000","3000900000000","3070800000000","3135600000000","3228500000000","3384000000000","3627300000000","3857700000000","3938550000000","4094707990000","4323364472160"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bermuda","BMU","3310914925.6508","3410526034.193","3430975996.8738","3581909703.8864","3675056407.7093","3844109002.464","3994029253.5601","4129133232.7429","4513851000","4839861000","4768338000","4930972000","5045433000","5129904000","5414299000","5568384000","5653463000","5354724000","5242590000","5067514000","4822523000","4701422000","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bhutan","BTN","12657875000","12909306800","13548511600","14506949200","15314286000","16137251000","17091613000","18456202600","19735775600","21354854000","23645768700","25458059400","26959170500","28879353500","30857406100","36388850700","38124000000","40662000000","45432000000","49017000000","51503000000","52606450000","55628930000","59299020000","64037430000","68404000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bolivia","BOL","16524115000","17229578000","18033729000","18877396000","19700704000","20676718000","21716623000","21809329000","22356265000","22732700000","23297736000","23929417000","24928062000","26030240000","27278913000","28524027000","30277826000","31294253000","32585680000","34281469000","36037460000","38486570000","40588156000","42559599000","44374306000","46235900000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bosnia and Herzegovina","BIH","NA","NA","4073479700","4920763500","9298159800","12495757400","14445095100","15831824200","16702574600","17437487800","18361674700","19096141700","20261006300","22035511900","23220686800","24550943500","25921654000","25146684000","25364953000","25607367000","25396941800","25993615200","26292445100","27101397200","27953486100","28800864800"
GDP (constant LCU),"NY.GDP.MKTP.KN","Botswana","BWA","31359994800","31960885900","33120400000","35448900000","37515500000","40526700000","40819300000","44765400000","45655200000","45769600000","48547600000","50793360900","52167738700","54544837700","59106897600","63999035900","67996055600","62792786500","68170129500","72293274600","75514783800","84080746100","87569468800","86082600000","89797500000","91916000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Brazil","BRA","939127750900","982939647500","1035375071200","1081104806600","1104970579300","1142484646900","1146350314300","1151727460600","1199092070900","1215673500100","1252800369300","1267080876200","1340120633300","1382957108400","1437684826200","1524813610100","1602439704400","1600424233400","1721125006400","1789716616000","1824313769100","1879231188300","1888781633900","1821734282100","1758553570400","1775718560000"
GDP (constant LCU),"NY.GDP.MKTP.KN","British Virgin Islands","VGB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Brunei Darussalam","BRN","14134449800","14177499500","14623438200","15278379200","15718139500","15486898700","15400403000","15870447500","16322663500","16770564000","17419936500","17925803700","18016206800","18086020900","18881393400","18910580600","18543769300","18216557900","18690000000","19390000000","19567000000","19151000000","18701000000","18595000000","18136537539.6949","18377527035.2051"
GDP (constant LCU),"NY.GDP.MKTP.KN","Bulgaria","BGR","45520392500","44846592900","45661909000","46967926100","47298900000","46783900000","48403900000","45494900000","47742600000","49542600000","52484200000","55190400000","58742100000","62926600000","67252400000","72191700000","76539000000","73794200000","74771300000","76203100000","76226700000","76883900000","77905500000","80723700000","83905100000","86893500000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Burkina Faso","BFA","1231341486100","1273962954800","1290715660300","1364497793000","1514793730000","1610480746500","1728170164200","1856126976000","1889912976800","2014900473200","2102609177900","2266663995300","2368175960900","2573304085200","2734216871000","2888836975000","3099563134700","3191372640200","3362857000000","3585709000000","3817084000000","4038192000000","4212918000000","4376992116109.56","4636310408883.61","4948920756902.62"
GDP (constant LCU),"NY.GDP.MKTP.KN","Burundi","BDI","1404031638000","1316420063800","1266001175400","1165733882300","1072475171700","1055422816500","1105555400200","1094389290700","1085011862200","1107317613200","1156554705900","1142401622600","1197621407300","1208400000000","1273468200000","1334414248000","1401777064300","1450396656400","1505307260300","1568404106000","1631444000000","1706393421900","1785927023200","1715898275200","1706110200300","1714967283910"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cabo Verde","CPV","28362045100","30831900300","36746273300","41968520000","46730488500","51926183300","58425932000","64982869000","74265586600","75922937900","79909568800","83246799600","91735536200","98076716600","105906916900","121973724800","130085612400","128432971000","130316813100","135488939300","136954818900","138054288900","138898094200","140296608728.824","145652390278.285","151320213058.292"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cambodia","KHM","NA","13751604688700","8964858287200","9852690239700","10433753199300","10851794153700","11359835233100","12803145595700","14174617886400","15230145970700","16232128060300","17612815919800","19434074218400","22009105943200","24379725159400","26869522611000","28667517533600","28692371399600","30403320051300","32552704028200","34933395745100","37503328695200","40182030612400","43009273316700","45999748689500","49134504427600"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cameroon","CMR","6333960786600","5831546800200","5955405089600","6162045267800","6430777393200","6767191982700","7071870674600","7375396562300","7637472013000","7971083224500","8308834256000","8688314940000","9277465746600","9464932000000","9792198000000","10272231300000","10630609000000","10864340383900","11236173263700","11700146000000","12231714640000","12892749000000","13651366000000","14422868000000","15064751000000","15543370900000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Canada","CAN","1031482230100","1058870516400","1106450594300","1136078115200","1154380879300","1203786215700","1250514297200","1315080987700","1383237562300","1407732197100","1450105165800","1476240024200","1521796218700","1570514731000","1611715812700","1644961443400","1661416995700","1612412045300","1662131000000","1714342174800","1744265542300","1787436146900","1838480661700","1856881692800","1883139907800","1940525784600"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cayman Islands","CYM","NA","488200000","514100000","NA","NA","568800000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Central African Republic","CAF","533889000000","535679000000","561927000000","602386000000","578290000000","608939000000","637560000000","660512000000","644069000000","672825000000","697158000000","659529000000","699067000000","705416000000","739072000000","773125000000","789006000000","802492000000","826941000000","854236000000","889369000000","562971000000","568826000000","596129000000","623141309700","649936000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Chad","TCD","1505678124600","1269138544800","1397789693000","1415074051900","1446410485200","1528181744600","1634414519800","1623253916700","1608974460000","1796550869100","1949099772900","2236039751200","2988005873900","3505903000000","3528630437400","3644069567300","3755311770400","3913699387900","4444009602300","4447692344100","4842762000000","5118799500000","5471995900000","5623443000000","5271667000000","5115954000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Channel Islands","CHI","NA","NA","NA","NA","NA","NA","4951915531.3351","5138615803.8147","5438024523.1608","5355749318.8011","5268332425.0681","5099632152.5886","5111065395.0954","5181482288.8283","5434457765.6676","5755000000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Chile","CHL","51215295458700","54589760562600","57335733594300","62457704315200","66706649847400","71661546292600","74760606830700","74452521235500","78418561193200","81008763371200","83525681777700","86942757248200","93210929856500","98563875555800","104790329385300","109930635090000","113810670442900","112030399045500","118577654190900","125823838388000","132515940287700","137876215768000","140312129724300","143546685110800","145363796092800","147529580019100"
GDP (constant LCU),"NY.GDP.MKTP.KN","China","CHN","8009957433896.04","9120744369883.9","10311198401690.6","11440194959579.9","12576020125682.2","13736883521899","14813527416821.7","15949352582924","17303693211843.6","18746805747532.8","20458510206268.2","22511645075655.5","24787847813335.6","27612615410796.5","31124796235036.8","35554286762562.1","38986800490983.6","42651486898648.5","47187958954844.8","51688011767238.2","55748757451259.4","60073542652851.5","64457509125623.2","68905209275050","73521858296478.3","78594866518935.4"
GDP (constant LCU),"NY.GDP.MKTP.KN","Colombia","COL","235279260159400","240845145328600","254900414003500","268161448965200","273674458749900","283062296407500","284675140336800","272707354042000","284761000000000","289539000000000","296789000000000","308418000000000","324866000000000","340156000000000","362938000000000","387983000000000","401744000000000","408379000000000","424599000000000","452578000000000","470880000000000","493831000000000","515528000000000","531262000000000","542116000000000","551701000000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Comoros","COM","69895000000","71996000000","68197000000","70659000000","69746320000","72557334300","73488000000","74902000000","83027425100","84964402200","86939637000","88768935600","90472946200","93040032600","95502709100","96266876700","96652201100","98536919000","100704731200","103323054300","106422745900","110147542000","112418387200","113559567000","116057877500","118959324437.5"
GDP (constant LCU),"NY.GDP.MKTP.KN","Congo, Dem. Rep.","COD","6858839379100","5935018836800","5703553291900","5743478098200","5684712401600","5365399457000","5278257104700","5052868092900","4703668051600","4604882884000","4740624018400","5005047602600","5342306425600","5670065000000","5971768000000","6345569490109.73","6740637937337.22","6933087465110.11","7425889698138.96","7936395175518.62","8498839481620.17","9219707360973.9","10092840209813.4","10790879994126","11049794113196.4","11458730501472.2"
GDP (constant LCU),"NY.GDP.MKTP.KN","Congo, Rep.","COG","800632495200","792788833100","749240342000","779100000000","812527141800","807450373500","837629257300","816000000000","877820000000","911200000000","952950000000","960700000000","994100000000","1071200000000","1138000000000","1119994305100","1182403000000","1270716000000","1381924000000","1429195000000","1483504000000","1534547000000","1638588000000","1681953000000","1634858000000","1559833000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Costa Rica","CRI","9770923200000","10463439100000","10932961600000","11383563200000","11524470800000","12165801300000","13012747900000","13525886600000","14031015300000","14520763600000","14998751300000","15637019600000","16315130700000","16946668700000","18173223300000","19657593343000","20571592455700","20371935212200","21380725706300","22301615298100","23371405924500","23901709528800","24741935541300","25640486184900","26706197482900","27558606888800"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cote d'Ivoire","CIV","8331467212900","8315430379900","8382885707000","8980228743000","9674340025800","10036504086000","10531371948300","10701719779700","10480365401700","10493085621900","10318098504500","10177820246700","10303187872200","10480531222200","10639399554400","10827188870100","11102507119400","11463500000000","11694792000000","11181711678000","12378882097600","13479293079700","14664672544800","15961449805400","17292972000000","18641306000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Croatia","HRV","NA","NA","NA","217558108200","230336815000","245643788400","250217383200","247876599600","257188140300","266021021000","279977746100","295538649000","307604932500","320412684600","335745267300","353036165200","360285288100","333682604200","328942838600","327870593200","320510899500","318433877800","318127620000","325595187500","335901635600","345233932500"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cuba","CUB","26053506012.2656","22177218329.3682","22336213469.1242","22885059161.8203","24678961731.6549","25365882136.9358","25406250936.4446","26978581639.5456","28574300000","29484400000","29904500000","31038700000","32829800000","36507281444.0637","40912200000","43883300000","45689900000","46353000000","47461000000","48791000000","50262000000","51643000000","52184000000","54500100000","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Cyprus","CYP","9008239100","9071296800","9606503200","10420000000","10558900000","10829800000","11396800000","11947100000","12631000000","13085800000","13530600000","13865600000","14499300000","15039300000","15717600000","16475300000","17111900000","16808600000","17030100000","17084800000","16562300000","15579500000","15360800000","15664800000","16196900000","16825300000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Czech Republic","CZE","2427640294300","2429143106800","2499814397100","2655338000000","2767468000000","2751011000000","2741968000000","2781256000000","2899925000000","2984277000000","3033592000000","3142892000000","3297100000000","3512515000000","3753246000000","3963527000000","4069840000000","3874383000000","3962464000000","4032910000000","4000653000000","3981303000000","4089400000000","4306516000000","4418198000000","4607698000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Denmark","DNK","1332154000000","1332296000000","1403340000000","1445828000000","1487758000000","1536272000000","1570349000000","1616643000000","1677217000000","1691023000000","1698909000000","1705536000000","1751043000000","1791959000000","1862078000000","1879009000000","1869388000000","1777666000000","1810926000000","1835134000000","1839290000000","1856457000000","1886520000000","1916829000000","1954477000000","1998260000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Djibouti","DJI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","235433000000","256435000000","281267647700","305800543400","318308591800"
GDP (constant LCU),"NY.GDP.MKTP.KN","Dominica","DMA","803381900","816886300","828578600","844940700","867262200","880191500","924008200","930321900","933813500","938231400","921782700","992642100","1024904400","1024000000","1054000000","1120623400","1200420100","1186378100","1194357000","1191597900","1178806000","1171643200","1223519900","1192396800","1223857600","1172290000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Dominican Republic","DOM","659928932500","708529484800","726953761500","768284214100","814210900800","886555730100","946083317000","1002281130900","1049005094600","1074805546600","1123119167300","1108005283200","1136482506800","1243632770400","1357728060700","1458416518100","1505224458400","1519466217400","1646184397900","1697766318500","1743900875400","1828919619700","1968576503900","2107033794200","2246355256000","2348605194600"
GDP (constant LCU),"NY.GDP.MKTP.KN","Ecuador","ECU","32879792000","33528582000","34956313000","35743721000","36362712000","37936441000","39175646000","37318961000","37726410000","39241363000","40848994000","41961262000","45406710000","47809319000","49914615000","51007777000","54250408000","54557732000","56481055000","60925064000","64362433000","67546128000","70105362000","70174677000","69068458000","71139236000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Egypt, Arab Rep.","EGY","695316287700","715485929100","743913418000","778449350700","817284091200","862162172600","896962256900","951725958500","1002814585800","1038266608200","1062878303800","1096808405800","1141667215900","1192802035700","1274555587300","1364925032500","1462621135600","1530981778300","1609752419300","1638399477300","1674700000000","1711300000000","1761200000000","1838200000000","1918100000000","1998300000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","El Salvador","SLV","13536119900","14323818500","14995574700","15705609100","15834030800","16330418100","16763855800","17126041700","17318890700","17470832600","17747022400","18024271900","18184829600","18677178000","19488308300","19850903700","20273177100","19850806900","20268907200","21041520400","21633644500","22147485600","22585841200","23122848700","23719551700","24270461400"
GDP (constant LCU),"NY.GDP.MKTP.KN","Equatorial Guinea","GNQ","117274302200","130213425800","151918487600","178483355000","297317567800","743213535200","919908705800","1155994218100","1366544461300","2232658638500","2667197283900","3039411341300","4194348954900","4896847903700","5274146000000","6080147000000","7162359000000","7258575000000","6610807000000","7042091000000","7627491000000","7312232114100","7342582399000","6675210767800","6102752560400","5906230005000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Eritrea","ERI","4134793900","4691120600","5686642600","5849188400","6390755300","6896180000","7018420500","7019366600","6798819100","7394085300","7616309300","7414057000","7521689500","7715331600","7640553300","7749570400","6991427600","7262450400","7421802400","8066000000","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Estonia","EST","NA","NA","NA","7933384800","8355745900","9341608500","9726226600","9642926500","10661998200","11336765200","12025631800","12917472300","13730594400","15017660700","16560257400","17843378000","16876364000","14391420000","14716533100","15834592300","16516629200","16836480900","17323174900","17613214500","17976621400","18849231200"
GDP (constant LCU),"NY.GDP.MKTP.KN","Eswatini","SWZ","18980735100","19570298400","20040120800","21007187200","21814294600","22491149700","23076828100","23757796500","24175975000","24430974700","25501075600","26490571800","27450567400","29097265600","30840822300","32208728600","32473376100","32981600300","34232841400","35002132000","36653587100","39007042400","39760272300","39915786200","40462111200","41271606700"
GDP (constant LCU),"NY.GDP.MKTP.KN","Ethiopia","ETH","248819111332.851","281520993995.2","290501413961.125","308301921254.732","346612053756.364","357474552710.899","345112585258.072","362927800166.887","384969194811.08","416926666916.048","423241962261.673","414094180965.204","470297540829.663","525880906379.91","582858667309.333","649631929583.647","719717611156.396","783071136785.399","881350780053.184","979870781122.363","1064608160544.06","1177267870963.13","1298026040003.43","1432922916224.26","1541277204000","1699193551000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Faroe Islands","FRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Fiji","FJI","4619128600","4717517500","4958110900","5082063600","5326002700","5208830600","5276545500","5740881400","5643286500","5756152200","5940349100","5999752500","6317739400","6361963600","6479817900","6424697100","6491051000","6401082600","6590213600","6768488300","6864012900","7188970400","7591805400","7883665300","7913623500","8214341200"
GDP (constant LCU),"NY.GDP.MKTP.KN","Finland","FIN","114773000000","113930000000","118418000000","123400000000","127915000000","135912000000","143290000000","149658000000","158091000000","162171000000","164896000000","168184000000","174787000000","179646000000","186931000000","196623000000","198040000000","181664000000","187100000000","191910000000","189173000000","187739000000","186553000000","186805000000","190794000000","195820000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","France","FRA","1475963800000","1466921265900","1501326226000","1532630146900","1553903115100","1590223011700","1646774542400","1702881783800","1768871216000","1803442909300","1823613640800","1838558732100","1889788775900","1920171171100","1965774216800","2012195952800","2016125666200","1956824534200","1995289000000","2036775631000","2040496678200","2052254867800","2071701757300","2093816379000","2118683597200","2157230930400"
GDP (constant LCU),"NY.GDP.MKTP.KN","French Polynesia","PYF","333403619328","333737033728","336406937600","338088951808","339103219712","345546194944","366970044416","381648863232","396914819072","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Gabon","GAB","3141826543700","3265820456500","3387072363600","3555540186600","3684430261300","3895856406100","4031347808700","3671242715100","3602114448400","3679028000000","3669866000000","3752340000000","3778214000000","3879327000000","3770450000000","3996983000000","3864746000000","3869783000000","4144100000000","4438000000000","4671100000000","4934500000000","5147374099300","5347054000000","5458400000000","5518700000000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Gambia, The","GMB","11446249400","11791022000","11809221000","11913360400","12178259400","12774994000","13222118600","14068334100","14842092500","15702933900","15192588500","16236319300","17380979800","17217307300","17410847000","18043039300","19077743000","20308199400","21633572900","20704384600","21863780700","22910820100","23117017500","24111049200","24645430500","25508020600"
GDP (constant LCU),"NY.GDP.MKTP.KN","Georgia","GEO","5352544100","3784248600","3390687000","3478844700","3868475400","4275401900","4408149000","4534630100","4617992100","4839907500","5104836200","5669334200","6001405800","6577519200","7194706000","8082820500","8269860800","7968002500","8465956300","9077327300","9653781400","9980759200","10442202800","10742971500","11049035900","11599951300"
GDP (constant LCU),"NY.GDP.MKTP.KN","Germany","DEU","2077722320000","2057855860000","2108425030000","2145061880000","2162606290000","2202597220000","2246200240000","2290835270000","2358690850000","2398681780000","2398681780000","2381653390000","2409518030000","2426546430000","2516332520000","2598378430000","2626501080000","2478921650000","2580060000000","2674490200000","2687648500000","2700806810000","2752924020000","2800913140000","2855352400000","2918821880000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Ghana","GHA","9869607100","10348283100","10689776400","11129384800","11641610400","12130134000","12700297700","13259110400","13749697500","14299685400","14943171200","15720216100","16600548200","17579981200","18705084600","19518160800","21304033300","22336104400","24100592300","27486032300","30040251400","32236952300","33521873900","34808121900","36103646400","39175040000"
GDP (constant LCU),"NY.GDP.MKTP.KN","Gibraltar","GIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP (constant LCU),"NY.GDP.MKTP.KN","Greece","GRC","154941031000","152461974500","155511214000","158776513700","163320902100","170644536600","177290978800","182738415500","189901342500","197747329300","205504703600","217412737900","228415980400","229784516600","242772934100","250720705400","249880358400","239133669700","226031447200","205389138500","190394716900","184223214900","185586056100","185046182000","184594086900","187088559200"
