SOVEREIGNT,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
Indonesia,1,2204167,153.06715155300,0,63,63,1.32500713421,5.01591419382,2920537.00000000000,62,0,3,0
Malaysia,2,384580,26.70694423080,0,63,63,3.91392948151,10.58351112500,1505219.00000000000,62,0,3,0
Chile,3,1105326,76.75874938590,0,63,63,0.89557741336,4.92907745247,989905.00000000000,62,0,3,0
Bolivia,4,1327672,92.19944370680,0,63,63,0.24756189782,2.54453551586,328681.00000000000,62,0,3,0
Peru,5,1532376,106.41499914900,0,63,63,0.50875176850,3.40390461566,779599.00000000000,62,0,3,0
Argentina,6,4013074,278.68569221500,0,63,63,0.94687987314,5.14082334358,3799899.00000000000,62,0,53,0
United Kingdom,7,516487,35.86715249080,0,63,63,12.19223136300,16.43240097420,6297129.00000000000,62,0,3,7
Cyprus,8,7653,0.53145832908,0,63,63,14.72363778910,16.70281390700,112680.00000000000,62,0,38,8
India,9,4012354,278.63569221500,0,63,63,4.67684905170,7.90373524617,18765174.00000000000,62,0,3,4
China,10,13697660,951.22638127900,0,63,63,2.36465345176,7.72377331321,32390219.00000000000,62,0,3,0
Israel,11,38553,2.67729164525,0,63,63,22.92503825900,21.94537172490,883829.00000000000,62,0,3,14
Lebanon,12,14036,0.97472221442,0,63,63,17.02678825880,15.79459454510,238988.00000000000,62,0,3,12
Ethiopia,13,1334965,92.70590203610,0,63,63,0.08570636683,1.26781157497,114415.00000000000,62,0,63,0
South Sudan,14,739530,51.35624958920,0,59,59,0.03237191189,0.69739826117,23940.00000000000,52,0,44,0
Somalia,15,554651,38.51743024740,0,37,37,0.01042998210,0.31940899328,5785.00000000000,29,0,21,0
Kenya,16,685660,47.61527739690,0,62,62,0.23226526267,1.98055020497,159255.00000000000,60,0,62,0
Pakistan,17,1176629,81.71034656850,0,63,63,2.68388421499,6.45455084579,3157936.00000000000,62,0,53,0
Malawi,18,143472,9.96333325363,0,63,63,0.38116148099,2.99283767715,54686.00000000000,61,0,48,0
United Republic of Tanzania,19,1108994,77.01347160610,0,63,63,0.09595453176,1.35907439226,106413.00000000000,61,0,54,0
Syria,20,264497,18.36784707530,0,63,63,4.58159449824,8.87474520556,1211818.00000000000,62,0,3,0
Somaliland,21,198714,13.79958322290,0,61,61,0.03062693117,0.79041457376,6086.00000000000,47,0,31,0
France,22,1071931,74.43965218230,0,63,63,9.38520669707,12.73882435790,10060294.00000000000,62,0,3,6
Suriname,23,170228,11.82138879430,0,63,63,0.27419695937,2.67328855332,46676.00000000000,61,0,42,0
Guyana,24,248072,17.22722208440,0,63,63,0.09302138089,1.31969577939,23076.00000000000,60,0,39,0
South Korea,25,142550,9.89930547636,0,63,63,20.49593826730,18.51038313350,2921696.00000000000,62,5,3,13
North Korea,26,186307,12.93798600760,0,62,62,0.23977628323,1.88848212347,44672.00000000000,61,0,50,0
Morocco,27,797106,55.35458289050,0,63,63,1.25329002667,5.44043605857,999005.00000000000,62,0,47,0
Western Sahara,28,115908,8.04916660227,0,21,21,0.00674673017,0.21541846461,782.00000000000,13,0,8,0
Costa Rica,29,60734,4.21763885515,0,63,63,4.62232028188,8.55359612650,280732.00000000000,61,0,50,0
Nicaragua,30,154340,10.71805546980,0,63,63,0.68809122716,3.78461580336,106200.00000000000,62,0,3,0
Republic of the Congo,31,403810,28.04236088680,0,63,63,0.23090562393,2.53067650295,93242.00000000000,61,0,47,0
Democratic Republic of the Congo,32,2731461,189.68479014900,0,63,63,0.04117320364,1.03502462390,112463.00000000000,61,0,49,0
Bhutan,33,53042,3.68347219275,0,54,54,0.30343878436,1.95988940665,16095.00000000000,50,0,38,0
Ukraine,34,1015750,70.53819388010,0,63,63,3.51606989909,7.03963555927,3571448.00000000000,62,0,3,0
Belarus,35,404959,28.12215255280,0,63,63,4.06061107421,7.20681754873,1644381.00000000000,61,0,53,0
Namibia,36,1038865,72.14340220060,0,63,63,0.07979862639,1.27432856962,82900.00000000000,62,0,50,0
South Africa,37,1628616,113.09833242900,0,63,63,1.68242360385,6.50524123990,2740022.00000000000,62,0,50,0
Netherlands,38,71480,4.96388884918,0,63,63,23.95628147730,17.64370225180,1712395.00000000000,61,8,4,18
Oman,39,388545,26.98229145080,0,63,63,2.64550824229,8.67921583203,1027899.00000000000,62,0,3,0
Uzbekistan,40,698586,48.51291627860,0,63,63,1.63992407520,5.49329960785,1145628.00000000000,62,0,57,0
Kazakhstan,41,4742793,329.36062236500,0,63,63,0.56555051001,3.44981767143,2682289.00000000000,62,0,3,0
