SOVEREIGNT,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
Indonesia,1,2204167,153.06715155300,0,63,63,0.85059435152,4.07090824855,1874852.00000000000,62,0,52,0
Malaysia,2,384580,26.70694423080,0,63,63,1.90720786312,6.82967270804,733474.00000000000,62,0,3,0
Chile,3,1105326,76.75874938590,0,63,63,0.50290321588,3.89639639553,555872.00000000000,62,0,54,0
Bolivia,4,1327672,92.19944370680,0,63,63,0.14158617490,1.95469504755,187980.00000000000,62,0,3,0
Peru,5,1532376,106.41499914900,0,63,63,0.29469790704,2.69832850233,451588.00000000000,62,0,47,0
Argentina,6,4013074,278.68569221500,0,63,63,0.57925395844,4.04762519115,2324589.00000000000,62,0,50,0
United Kingdom,7,516487,35.86715249080,0,63,63,12.66110860490,16.72797076460,6539298.00000000000,62,0,3,7
Cyprus,8,7653,0.53145832908,0,63,63,9.67110936887,13.94463292600,74013.00000000000,62,0,3,5
India,9,4012354,278.63569221500,0,63,63,3.05881809033,5.74052091403,12273061.00000000000,62,0,55,0
China,10,13697660,951.22638127900,0,63,63,0.94936295689,4.04021502735,13004051.00000000000,63,0,2,0
Israel,11,38553,2.67729164525,0,63,63,17.86849272430,19.44453216440,688884.00000000000,62,0,3,10
Lebanon,12,14036,0.97472221442,0,63,63,14.26403533770,14.93298291370,200210.00000000000,62,0,3,9
Ethiopia,13,1334965,92.70590203610,0,63,63,0.02935058223,0.76238651941,39182.00000000000,62,0,42,0
South Sudan,14,739530,51.35624958920,0,15,15,0.00153746298,0.10569271019,1137.00000000000,14,0,3,0
Somalia,15,554651,38.51743024740,0,22,22,0.00394302003,0.18448005383,2187.00000000000,19,0,18,0
Kenya,16,685660,47.61527739690,0,62,62,0.13049616428,1.64794999275,89476.00000000000,60,0,40,0
Pakistan,17,1176629,81.71034656850,0,63,63,2.38844189630,5.84604603502,2810310.00000000000,62,0,54,0
Malawi,18,143472,9.96333325363,0,63,63,0.26766895283,2.36811681098,38403.00000000000,61,0,59,0
United Republic of Tanzania,19,1108994,77.01347160610,0,63,63,0.06577853442,1.22749043064,72948.00000000000,61,0,48,0
Syria,20,264497,18.36784707530,0,63,63,3.65156882687,8.08510732443,965829.00000000000,62,0,51,0
Somaliland,21,198714,13.79958322290,0,20,20,0.00525378182,0.20324415588,1044.00000000000,15,0,20,0
France,22,1071931,74.43965218230,0,63,63,7.71546676045,11.55911084500,8270448.00000000000,62,0,3,5
Suriname,23,170228,11.82138879430,0,63,63,0.10670982447,1.62494632185,18165.00000000000,61,0,26,0
Guyana,24,248072,17.22722208440,0,62,62,0.06377583927,1.06691075932,15821.00000000000,55,0,39,0
South Korea,25,142550,9.89930547636,0,63,63,17.06845317430,16.09626208130,2433108.00000000000,62,5,3,10
North Korea,26,186307,12.93798600760,0,59,59,0.22654543308,1.54961666121,42207.00000000000,52,0,32,0
Morocco,27,797106,55.35458289050,0,63,63,0.51148529807,3.59316980668,407708.00000000000,63,0,2,0
Western Sahara,28,115908,8.04916660227,0,25,25,0.00528004969,0.23359611451,612.00000000000,17,0,9,0
Costa Rica,29,60734,4.21763885515,0,63,63,3.33109954885,7.67618056940,202311.00000000000,62,0,48,0
Nicaragua,30,154340,10.71805546980,0,63,63,0.41667098614,2.94013011178,64309.00000000000,62,0,48,0
Republic of the Congo,31,403810,28.04236088680,0,63,63,0.05332210693,1.23674204637,21532.00000000000,61,0,50,0
Democratic Republic of the Congo,32,2731461,189.68479014900,0,63,63,0.02693906301,0.92607284055,73583.00000000000,62,0,3,0
Bhutan,33,53042,3.68347219275,0,21,21,0.06372308736,0.68535747373,3380.00000000000,20,0,21,0
Ukraine,34,1015750,70.53819388010,0,63,63,4.02180654689,6.75863553572,4085150.00000000000,62,0,63,0
Belarus,35,404959,28.12215255280,0,62,62,1.90772646120,5.26575469595,772551.00000000000,61,0,3,0
Namibia,36,1038865,72.14340220060,0,63,63,0.05408594957,1.10131811846,56188.00000000000,62,0,56,0
South Africa,37,1628616,113.09833242900,0,63,63,1.29466491794,5.91982189583,2108512.00000000000,62,0,50,0
Netherlands,38,71480,4.96388884918,0,63,63,23.70242025740,17.20545682510,1694249.00000000000,62,8,3,18
Oman,39,388545,26.98229145080,0,63,63,1.24830328533,5.44481129865,485022.00000000000,62,0,55,0
Uzbekistan,40,698586,48.51291627860,0,63,63,1.91802870370,6.07263344849,1339908.00000000000,62,0,54,0
Kazakhstan,41,4742793,329.36062236500,0,63,63,0.32588392536,2.45011802037,1545600.00000000000,62,0,3,0
Tajikistan,42,211630,14.69652766020,0,62,62,0.93068090535,3.69494207435,196960.00000000000,61,0,62,0
Lithuania,43,132375,9.19270825979,0,61,61,2.60758451369,6.61948797414,345179.00000000000,60,0,3,0
Brazil,44,10182356,707.10804989900,0,63,63,0.66392787681,4.10981800317,6760350.00000000000,62,0,3,0
Uruguay,45,245896,17.07611097450,0,63,63,0.76281436054,4.55542373871,187573.00000000000,62,0,3,0
Mongolia,46,2658249,184.60062352300,0,62,62,0.02047024188,0.61020059794,54415.00000000000,61,0,50,0
Russia,47,41034337,2849.60671331000,0,63,63,0.66693503541,3.78839538486,27367237.00000000000,62,0,3,0
Czechia,48,141429,9.82145825476,0,63,63,11.08539974120,10.28426013680,1567797.00000000000,62,6,3,8
Germany,49,661451,45.93409685470,0,63,63,11.97563991890,12.27907698750,7921299.00000000000,61,0,4,8
Estonia,50,102099,7.09020827661,0,62,62,2.22230384235,6.42660260688,226895.00000000000,60,0,61,0
