"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"06.03.2017 12:15 - 06.03.2017 12:30","78033","79922"
"06.03.2017 12:30 - 06.03.2017 12:45","77668","79512"
"06.03.2017 12:45 - 06.03.2017 13:00","76814","78673"
"06.03.2017 13:00 - 06.03.2017 13:15","76488","78385"
"06.03.2017 13:15 - 06.03.2017 13:30","76299","78288"
"06.03.2017 13:30 - 06.03.2017 13:45","76056","78109"
"06.03.2017 13:45 - 06.03.2017 14:00","75267","77625"
"06.03.2017 14:00 - 06.03.2017 14:15","74517","77346"
"06.03.2017 14:15 - 06.03.2017 14:30","75670","77358"
"06.03.2017 14:30 - 06.03.2017 14:45","75159","76985"
"06.03.2017 14:45 - 06.03.2017 15:00","74482","76410"
"06.03.2017 15:00 - 06.03.2017 15:15","74462","76152"
"06.03.2017 15:15 - 06.03.2017 15:30","73668","75473"
"06.03.2017 15:30 - 06.03.2017 15:45","71685","75360"
"06.03.2017 15:45 - 06.03.2017 16:00","71474","75353"
"06.03.2017 16:00 - 06.03.2017 16:15","72067","75796"
"06.03.2017 16:15 - 06.03.2017 16:30","71940","75843"
"06.03.2017 16:30 - 06.03.2017 16:45","72491","76711"
"06.03.2017 16:45 - 06.03.2017 17:00","73120","77332"
"06.03.2017 17:00 - 06.03.2017 17:15","73710","78277"
"06.03.2017 17:15 - 06.03.2017 17:30","74239","78859"
"06.03.2017 17:30 - 06.03.2017 17:45","74935","79998"
"06.03.2017 17:45 - 06.03.2017 18:00","75473","80321"
"06.03.2017 18:00 - 06.03.2017 18:15","75578","80279"
"06.03.2017 18:15 - 06.03.2017 18:30","75327","79386"
"06.03.2017 18:30 - 06.03.2017 18:45","74959","78812"
"06.03.2017 18:45 - 06.03.2017 19:00","74498","77866"
"06.03.2017 19:00 - 06.03.2017 19:15","73392","76863"
"06.03.2017 19:15 - 06.03.2017 19:30","72498","75474"
"06.03.2017 19:30 - 06.03.2017 19:45","71432","73901"
"06.03.2017 19:45 - 06.03.2017 20:00","70837","72696"
"06.03.2017 20:00 - 06.03.2017 20:15","70036","72061"
"06.03.2017 20:15 - 06.03.2017 20:30","69746","70770"
"06.03.2017 20:30 - 06.03.2017 20:45","69115","69683"
"06.03.2017 20:45 - 06.03.2017 21:00","67730","68517"
"06.03.2017 21:00 - 06.03.2017 21:15","67352","68398"
"06.03.2017 21:15 - 06.03.2017 21:30","66305","67571"
"06.03.2017 21:30 - 06.03.2017 21:45","65087","66095"
"06.03.2017 21:45 - 06.03.2017 22:00","63948","64848"
"06.03.2017 22:00 - 06.03.2017 22:15","62312","63347"
"06.03.2017 22:15 - 06.03.2017 22:30","61170","62136"
"06.03.2017 22:30 - 06.03.2017 22:45","60153","60857"
"06.03.2017 22:45 - 06.03.2017 23:00","59278","59780"
"06.03.2017 23:00 - 06.03.2017 23:15","58419","58842"
"06.03.2017 23:15 - 06.03.2017 23:30","58764","58039"
"06.03.2017 23:30 - 06.03.2017 23:45","58154","57453"
"06.03.2017 23:45 - 07.03.2017 00:00","57480","56809"
"07.03.2017 00:00 - 07.03.2017 00:15","56680","56425"
"07.03.2017 00:15 - 07.03.2017 00:30","56540","55953"
"07.03.2017 00:30 - 07.03.2017 00:45","56209","55447"
"07.03.2017 00:45 - 07.03.2017 01:00","55787","55451"
"07.03.2017 01:00 - 07.03.2017 01:15","55650","54525"
"07.03.2017 01:15 - 07.03.2017 01:30","55590","54379"
"07.03.2017 01:30 - 07.03.2017 01:45","55400","54674"
"07.03.2017 01:45 - 07.03.2017 02:00","55657","54711"
"07.03.2017 02:00 - 07.03.2017 02:15","55596","55051"
"07.03.2017 02:15 - 07.03.2017 02:30","55578","55110"
"07.03.2017 02:30 - 07.03.2017 02:45","55627","55284"
"07.03.2017 02:45 - 07.03.2017 03:00","55916","55508"
"07.03.2017 03:00 - 07.03.2017 03:15","56754","55853"
"07.03.2017 03:15 - 07.03.2017 03:30","56950","56223"
"07.03.2017 03:30 - 07.03.2017 03:45","57205","56805"
"07.03.2017 03:45 - 07.03.2017 04:00","57401","57297"
"07.03.2017 04:00 - 07.03.2017 04:15","58950","59006"
"07.03.2017 04:15 - 07.03.2017 04:30","59788","59901"
"07.03.2017 04:30 - 07.03.2017 04:45","60785","61402"
"07.03.2017 04:45 - 07.03.2017 05:00","61791","63358"
"07.03.2017 05:00 - 07.03.2017 05:15","64728","66515"
"07.03.2017 05:15 - 07.03.2017 05:30","66883","69242"
"07.03.2017 05:30 - 07.03.2017 05:45","68352","71360"
"07.03.2017 05:45 - 07.03.2017 06:00","69786","72609"
"07.03.2017 06:00 - 07.03.2017 06:15","71801","74383"
"07.03.2017 06:15 - 07.03.2017 06:30","73790","75761"
"07.03.2017 06:30 - 07.03.2017 06:45","75146","76635"
"07.03.2017 06:45 - 07.03.2017 07:00","75911","77720"
"07.03.2017 07:00 - 07.03.2017 07:15","76691","78820"
"07.03.2017 07:15 - 07.03.2017 07:30","76950","79471"
"07.03.2017 07:30 - 07.03.2017 07:45","77420","79495"
"07.03.2017 07:45 - 07.03.2017 08:00","77564","79622"
"07.03.2017 08:00 - 07.03.2017 08:15","77776","79243"
"07.03.2017 08:15 - 07.03.2017 08:30","78015","79426"
"07.03.2017 08:30 - 07.03.2017 08:45","78380","79745"
"07.03.2017 08:45 - 07.03.2017 09:00","78819","80102"
"07.03.2017 09:00 - 07.03.2017 09:15","79040","80180"
"07.03.2017 09:15 - 07.03.2017 09:30","79303","80218"
"07.03.2017 09:30 - 07.03.2017 09:45","79666","80706"
"07.03.2017 09:45 - 07.03.2017 10:00","80049","80884"
"07.03.2017 10:00 - 07.03.2017 10:15","80375","80977"
"07.03.2017 10:15 - 07.03.2017 10:30","80562","80949"
"07.03.2017 10:30 - 07.03.2017 10:45","80858","81274"
"07.03.2017 10:45 - 07.03.2017 11:00","80452","81075"
"07.03.2017 11:00 - 07.03.2017 11:15","80202","80181"
"07.03.2017 11:15 - 07.03.2017 11:30","80246","79787"
"07.03.2017 11:30 - 07.03.2017 11:45","80098","79635"
"07.03.2017 11:45 - 07.03.2017 12:00","80348","79217"
"07.03.2017 12:00 - 07.03.2017 12:15","79994","79775"
"07.03.2017 12:15 - 07.03.2017 12:30","79703","79649"
"07.03.2017 12:30 - 07.03.2017 12:45","79291","78917"
"07.03.2017 12:45 - 07.03.2017 13:00","78357","77946"
"07.03.2017 13:00 - 07.03.2017 13:15","78069","78157"
"07.03.2017 13:15 - 07.03.2017 13:30","77416","77988"
"07.03.2017 13:30 - 07.03.2017 13:45","77518","77583"
"07.03.2017 13:45 - 07.03.2017 14:00","77149","77134"
"07.03.2017 14:00 - 07.03.2017 14:15","77028","77283"
"07.03.2017 14:15 - 07.03.2017 14:30","76675","76980"
"07.03.2017 14:30 - 07.03.2017 14:45","76059","76539"
"07.03.2017 14:45 - 07.03.2017 15:00","75579","76240"
"07.03.2017 15:00 - 07.03.2017 15:15","75421","75664"
"07.03.2017 15:15 - 07.03.2017 15:30","75000","75472"
"07.03.2017 15:30 - 07.03.2017 15:45","74851","75021"
"07.03.2017 15:45 - 07.03.2017 16:00","74958","75056"
"07.03.2017 16:00 - 07.03.2017 16:15","75645","75021"
"07.03.2017 16:15 - 07.03.2017 16:30","75493","75389"
"07.03.2017 16:30 - 07.03.2017 16:45","76239","75940"
"07.03.2017 16:45 - 07.03.2017 17:00","76501","76486"
"07.03.2017 17:00 - 07.03.2017 17:15","77310","77298"
"07.03.2017 17:15 - 07.03.2017 17:30","77893","78323"
"07.03.2017 17:30 - 07.03.2017 17:45","78493","79517"
"07.03.2017 17:45 - 07.03.2017 18:00","78958","79898"
"07.03.2017 18:00 - 07.03.2017 18:15","78832","79455"
"07.03.2017 18:15 - 07.03.2017 18:30","78394","78552"
"07.03.2017 18:30 - 07.03.2017 18:45","78149","77850"
"07.03.2017 18:45 - 07.03.2017 19:00","77251","76815"
"07.03.2017 19:00 - 07.03.2017 19:15","75858","75515"
"07.03.2017 19:15 - 07.03.2017 19:30","74171","73846"
"07.03.2017 19:30 - 07.03.2017 19:45","73008","72528"
"07.03.2017 19:45 - 07.03.2017 20:00","72171","71041"
"07.03.2017 20:00 - 07.03.2017 20:15","71060","70206"
"07.03.2017 20:15 - 07.03.2017 20:30","70535","69337"
"07.03.2017 20:30 - 07.03.2017 20:45","69608","68091"
"07.03.2017 20:45 - 07.03.2017 21:00","68890","66989"
"07.03.2017 21:00 - 07.03.2017 21:15","68660","67275"
"07.03.2017 21:15 - 07.03.2017 21:30","67760","66496"
"07.03.2017 21:30 - 07.03.2017 21:45","66648","65062"
"07.03.2017 21:45 - 07.03.2017 22:00","65290","63543"
"07.03.2017 22:00 - 07.03.2017 22:15","63500","62983"
"07.03.2017 22:15 - 07.03.2017 22:30","62487","61810"
"07.03.2017 22:30 - 07.03.2017 22:45","61542","60743"
"07.03.2017 22:45 - 07.03.2017 23:00","60670","59678"
"07.03.2017 23:00 - 07.03.2017 23:15","58342","58759"
"07.03.2017 23:15 - 07.03.2017 23:30","57694","58059"
"07.03.2017 23:30 - 07.03.2017 23:45","57150","57623"
"07.03.2017 23:45 - 08.03.2017 00:00","56587","57125"
"08.03.2017 00:00 - 08.03.2017 00:15","55996","56707"
"08.03.2017 00:15 - 08.03.2017 00:30","55495","56191"
"08.03.2017 00:30 - 08.03.2017 00:45","55211","55901"
"08.03.2017 00:45 - 08.03.2017 01:00","55067","55693"
"08.03.2017 01:00 - 08.03.2017 01:15","54814","54925"
"08.03.2017 01:15 - 08.03.2017 01:30","54626","54861"
"08.03.2017 01:30 - 08.03.2017 01:45","54745","54910"
"08.03.2017 01:45 - 08.03.2017 02:00","54633","55011"
"08.03.2017 02:00 - 08.03.2017 02:15","54781","55128"
"08.03.2017 02:15 - 08.03.2017 02:30","54852","55370"
"08.03.2017 02:30 - 08.03.2017 02:45","55010","55501"
"08.03.2017 02:45 - 08.03.2017 03:00","55011","55708"
"08.03.2017 03:00 - 08.03.2017 03:15","55678","56032"
"08.03.2017 03:15 - 08.03.2017 03:30","56191","56559"
"08.03.2017 03:30 - 08.03.2017 03:45","56642","57210"
"08.03.2017 03:45 - 08.03.2017 04:00","57024","57669"
"08.03.2017 04:00 - 08.03.2017 04:15","58372","59084"
"08.03.2017 04:15 - 08.03.2017 04:30","59071","59982"
"08.03.2017 04:30 - 08.03.2017 04:45","60221","61076"
"08.03.2017 04:45 - 08.03.2017 05:00","61590","62802"
"08.03.2017 05:00 - 08.03.2017 05:15","64735","65970"
"08.03.2017 05:15 - 08.03.2017 05:30","67129","68700"
"08.03.2017 05:30 - 08.03.2017 05:45","69189","70295"
"08.03.2017 05:45 - 08.03.2017 06:00","70408","71883"
"08.03.2017 06:00 - 08.03.2017 06:15","72764","73746"
"08.03.2017 06:15 - 08.03.2017 06:30","73158","74979"
"08.03.2017 06:30 - 08.03.2017 06:45","74044","76044"
"08.03.2017 06:45 - 08.03.2017 07:00","74904","77037"
"08.03.2017 07:00 - 08.03.2017 07:15","75751","78266"
"08.03.2017 07:15 - 08.03.2017 07:30","76188","78669"
"08.03.2017 07:30 - 08.03.2017 07:45","76393","79225"
"08.03.2017 07:45 - 08.03.2017 08:00","76703","79262"
"08.03.2017 08:00 - 08.03.2017 08:15","76744","78702"
"08.03.2017 08:15 - 08.03.2017 08:30","77049","79197"
"08.03.2017 08:30 - 08.03.2017 08:45","77510","79732"
"08.03.2017 08:45 - 08.03.2017 09:00","77985","79967"
"08.03.2017 09:00 - 08.03.2017 09:15","78344","80641"
"08.03.2017 09:15 - 08.03.2017 09:30","78404","80784"
"08.03.2017 09:30 - 08.03.2017 09:45","78748","81099"
"08.03.2017 09:45 - 08.03.2017 10:00","79252","81164"
"08.03.2017 10:00 - 08.03.2017 10:15","79622","81594"
"08.03.2017 10:15 - 08.03.2017 10:30","80062","82314"
"08.03.2017 10:30 - 08.03.2017 10:45","80464","83185"
"08.03.2017 10:45 - 08.03.2017 11:00","79511","83220"
"08.03.2017 11:00 - 08.03.2017 11:15","79480","82765"
"08.03.2017 11:15 - 08.03.2017 11:30","79937","82915"
"08.03.2017 11:30 - 08.03.2017 11:45","79565","82919"
"08.03.2017 11:45 - 08.03.2017 12:00","79574","82621"
"08.03.2017 12:00 - 08.03.2017 12:15","79545","82563"
"08.03.2017 12:15 - 08.03.2017 12:30","79354","82134"
"08.03.2017 12:30 - 08.03.2017 12:45","79290","81981"
"08.03.2017 12:45 - 08.03.2017 13:00","78274","81849"
"08.03.2017 13:00 - 08.03.2017 13:15","77552","81554"
"08.03.2017 13:15 - 08.03.2017 13:30","77148","81559"
"08.03.2017 13:30 - 08.03.2017 13:45","76778","81252"
"08.03.2017 13:45 - 08.03.2017 14:00","76763","80650"
"08.03.2017 14:00 - 08.03.2017 14:15","76302","80623"
"08.03.2017 14:15 - 08.03.2017 14:30","76622","80514"
"08.03.2017 14:30 - 08.03.2017 14:45","75974","80113"
"08.03.2017 14:45 - 08.03.2017 15:00","75654","79848"
"08.03.2017 15:00 - 08.03.2017 15:15","75707","79268"
"08.03.2017 15:15 - 08.03.2017 15:30","75102","79041"
"08.03.2017 15:30 - 08.03.2017 15:45","74673","78601"
"08.03.2017 15:45 - 08.03.2017 16:00","75118","78321"
"08.03.2017 16:00 - 08.03.2017 16:15","75788","78440"
"08.03.2017 16:15 - 08.03.2017 16:30","74968","78467"
"08.03.2017 16:30 - 08.03.2017 16:45","75993","79234"
"08.03.2017 16:45 - 08.03.2017 17:00","76373","79740"
"08.03.2017 17:00 - 08.03.2017 17:15","76700","80600"
"08.03.2017 17:15 - 08.03.2017 17:30","77411","81032"
"08.03.2017 17:30 - 08.03.2017 17:45","77964","82165"
"08.03.2017 17:45 - 08.03.2017 18:00","78171","82031"
"08.03.2017 18:00 - 08.03.2017 18:15","78399","81854"
"08.03.2017 18:15 - 08.03.2017 18:30","77997","80700"
"08.03.2017 18:30 - 08.03.2017 18:45","77162","79886"
"08.03.2017 18:45 - 08.03.2017 19:00","76705","78871"
"08.03.2017 19:00 - 08.03.2017 19:15","75048","77299"
"08.03.2017 19:15 - 08.03.2017 19:30","73610","75939"
"08.03.2017 19:30 - 08.03.2017 19:45","72586","74720"
"08.03.2017 19:45 - 08.03.2017 20:00","71805","73790"
"08.03.2017 20:00 - 08.03.2017 20:15","70460","72938"
"08.03.2017 20:15 - 08.03.2017 20:30","69984","71581"
"08.03.2017 20:30 - 08.03.2017 20:45","69002","70576"
"08.03.2017 20:45 - 08.03.2017 21:00","68345","69176"
"08.03.2017 21:00 - 08.03.2017 21:15","67756","69146"
"08.03.2017 21:15 - 08.03.2017 21:30","66818","68224"
"08.03.2017 21:30 - 08.03.2017 21:45","65573","66657"
"08.03.2017 21:45 - 08.03.2017 22:00","64168","65462"
"08.03.2017 22:00 - 08.03.2017 22:15","62359","63940"
"08.03.2017 22:15 - 08.03.2017 22:30","61275","62811"
"08.03.2017 22:30 - 08.03.2017 22:45","60098","61647"
"08.03.2017 22:45 - 08.03.2017 23:00","59117","60519"
"08.03.2017 23:00 - 08.03.2017 23:15","57431","59563"
"08.03.2017 23:15 - 08.03.2017 23:30","56861","59069"
"08.03.2017 23:30 - 08.03.2017 23:45","56270","58179"
"08.03.2017 23:45 - 09.03.2017 00:00","55715","57495"
"09.03.2017 00:00 - 09.03.2017 00:15","55069","56892"
"09.03.2017 00:15 - 09.03.2017 00:30","54514","56570"
"09.03.2017 00:30 - 09.03.2017 00:45","54320","56038"
"09.03.2017 00:45 - 09.03.2017 01:00","54096","55975"
"09.03.2017 01:00 - 09.03.2017 01:15","53865","55307"
"09.03.2017 01:15 - 09.03.2017 01:30","53646","54896"
"09.03.2017 01:30 - 09.03.2017 01:45","53762","54900"
"09.03.2017 01:45 - 09.03.2017 02:00","53768","55168"
"09.03.2017 02:00 - 09.03.2017 02:15","53833","55127"
"09.03.2017 02:15 - 09.03.2017 02:30","53838","54945"
"09.03.2017 02:30 - 09.03.2017 02:45","53984","54911"
"09.03.2017 02:45 - 09.03.2017 03:00","54038","55244"
"09.03.2017 03:00 - 09.03.2017 03:15","54723","55850"
"09.03.2017 03:15 - 09.03.2017 03:30","55076","56179"
"09.03.2017 03:30 - 09.03.2017 03:45","55532","56661"
"09.03.2017 03:45 - 09.03.2017 04:00","56041","57260"
"09.03.2017 04:00 - 09.03.2017 04:15","57571","58931"
"09.03.2017 04:15 - 09.03.2017 04:30","58406","59959"
"09.03.2017 04:30 - 09.03.2017 04:45","59635","61231"
"09.03.2017 04:45 - 09.03.2017 05:00","61082","63468"
"09.03.2017 05:00 - 09.03.2017 05:15","64526","66257"
"09.03.2017 05:15 - 09.03.2017 05:30","66960","68837"
"09.03.2017 05:30 - 09.03.2017 05:45","68640","70662"
"09.03.2017 05:45 - 09.03.2017 06:00","70189","72068"
"09.03.2017 06:00 - 09.03.2017 06:15","72398","73395"
"09.03.2017 06:15 - 09.03.2017 06:30","73695","74541"
"09.03.2017 06:30 - 09.03.2017 06:45","74580","75830"
"09.03.2017 06:45 - 09.03.2017 07:00","75515","76797"
"09.03.2017 07:00 - 09.03.2017 07:15","76459","78061"
"09.03.2017 07:15 - 09.03.2017 07:30","76871","78559"
"09.03.2017 07:30 - 09.03.2017 07:45","77103","78971"
"09.03.2017 07:45 - 09.03.2017 08:00","77123","78882"
"09.03.2017 08:00 - 09.03.2017 08:15","76953","78287"
"09.03.2017 08:15 - 09.03.2017 08:30","77063","78516"
"09.03.2017 08:30 - 09.03.2017 08:45","77502","79195"
"09.03.2017 08:45 - 09.03.2017 09:00","77824","79395"
"09.03.2017 09:00 - 09.03.2017 09:15","78022","79654"
"09.03.2017 09:15 - 09.03.2017 09:30","78397","80191"
"09.03.2017 09:30 - 09.03.2017 09:45","78547","80457"
"09.03.2017 09:45 - 09.03.2017 10:00","78921","80489"
"09.03.2017 10:00 - 09.03.2017 10:15","79336","80563"
"09.03.2017 10:15 - 09.03.2017 10:30","79532","80895"
"09.03.2017 10:30 - 09.03.2017 10:45","79806","80931"
"09.03.2017 10:45 - 09.03.2017 11:00","79579","80752"
"09.03.2017 11:00 - 09.03.2017 11:15","79229","80404"
"09.03.2017 11:15 - 09.03.2017 11:30","78667","80421"
"09.03.2017 11:30 - 09.03.2017 11:45","78510","80247"
"09.03.2017 11:45 - 09.03.2017 12:00","78687","79818"
"09.03.2017 12:00 - 09.03.2017 12:15","78514","80424"
"09.03.2017 12:15 - 09.03.2017 12:30","78239","80295"
"09.03.2017 12:30 - 09.03.2017 12:45","77800","79841"
"09.03.2017 12:45 - 09.03.2017 13:00","76889","79033"
"09.03.2017 13:00 - 09.03.2017 13:15","76781","78975"
"09.03.2017 13:15 - 09.03.2017 13:30","76363","78645"
"09.03.2017 13:30 - 09.03.2017 13:45","76166","78643"
"09.03.2017 13:45 - 09.03.2017 14:00","75711","78054"
"09.03.2017 14:00 - 09.03.2017 14:15","75092","78164"
"09.03.2017 14:15 - 09.03.2017 14:30","75352","78051"
"09.03.2017 14:30 - 09.03.2017 14:45","74677","78365"
"09.03.2017 14:45 - 09.03.2017 15:00","74293","78032"
"09.03.2017 15:00 - 09.03.2017 15:15","74177","77438"
"09.03.2017 15:15 - 09.03.2017 15:30","73576","77206"
"09.03.2017 15:30 - 09.03.2017 15:45","72913","76956"
"09.03.2017 15:45 - 09.03.2017 16:00","73981","77272"
"09.03.2017 16:00 - 09.03.2017 16:15","74429","77576"
"09.03.2017 16:15 - 09.03.2017 16:30","74401","77999"
"09.03.2017 16:30 - 09.03.2017 16:45","74993","78359"
"09.03.2017 16:45 - 09.03.2017 17:00","75230","79045"
"09.03.2017 17:00 - 09.03.2017 17:15","75867","79222"
"09.03.2017 17:15 - 09.03.2017 17:30","76669","80009"
"09.03.2017 17:30 - 09.03.2017 17:45","77427","80988"
"09.03.2017 17:45 - 09.03.2017 18:00","77791","81818"
"09.03.2017 18:00 - 09.03.2017 18:15","77543","81284"
"09.03.2017 18:15 - 09.03.2017 18:30","77189","80928"
"09.03.2017 18:30 - 09.03.2017 18:45","76698","80169"
"09.03.2017 18:45 - 09.03.2017 19:00","75914","79030"
"09.03.2017 19:00 - 09.03.2017 19:15","74382","78244"
"09.03.2017 19:15 - 09.03.2017 19:30","72718","77172"
"09.03.2017 19:30 - 09.03.2017 19:45","71540","75827"
"09.03.2017 19:45 - 09.03.2017 20:00","70537","74926"
"09.03.2017 20:00 - 09.03.2017 20:15","69307","74018"
"09.03.2017 20:15 - 09.03.2017 20:30","68333","73427"
"09.03.2017 20:30 - 09.03.2017 20:45","67639","71903"
"09.03.2017 20:45 - 09.03.2017 21:00","66931","70719"
"09.03.2017 21:00 - 09.03.2017 21:15","66487","70759"
"09.03.2017 21:15 - 09.03.2017 21:30","66152","69198"
"09.03.2017 21:30 - 09.03.2017 21:45","65005","67698"
"09.03.2017 21:45 - 09.03.2017 22:00","63646","67015"
"09.03.2017 22:00 - 09.03.2017 22:15","61824","65515"
"09.03.2017 22:15 - 09.03.2017 22:30","60719","63962"
"09.03.2017 22:30 - 09.03.2017 22:45","59768","62545"
"09.03.2017 22:45 - 09.03.2017 23:00","58984","61704"
"09.03.2017 23:00 - 09.03.2017 23:15","58542","60534"
"09.03.2017 23:15 - 09.03.2017 23:30","57885","59362"
"09.03.2017 23:30 - 09.03.2017 23:45","57372","58743"
"09.03.2017 23:45 - 10.03.2017 00:00","56722","58211"
"10.03.2017 00:00 - 10.03.2017 00:15","56070","57304"
"10.03.2017 00:15 - 10.03.2017 00:30","55576","56826"
"10.03.2017 00:30 - 10.03.2017 00:45","55421","56789"
"10.03.2017 00:45 - 10.03.2017 01:00","55209","56300"
"10.03.2017 01:00 - 10.03.2017 01:15","54812","56182"
"10.03.2017 01:15 - 10.03.2017 01:30","54639","55925"
"10.03.2017 01:30 - 10.03.2017 01:45","54643","55949"
"10.03.2017 01:45 - 10.03.2017 02:00","54675","55985"
"10.03.2017 02:00 - 10.03.2017 02:15","54758","55890"
"10.03.2017 02:15 - 10.03.2017 02:30","54676","55981"
"10.03.2017 02:30 - 10.03.2017 02:45","54895","56359"
"10.03.2017 02:45 - 10.03.2017 03:00","54951","56213"
"10.03.2017 03:00 - 10.03.2017 03:15","55694","56944"
"10.03.2017 03:15 - 10.03.2017 03:30","56058","57526"
"10.03.2017 03:30 - 10.03.2017 03:45","56449","58083"
"10.03.2017 03:45 - 10.03.2017 04:00","56896","58669"
"10.03.2017 04:00 - 10.03.2017 04:15","58345","60421"
"10.03.2017 04:15 - 10.03.2017 04:30","59129","60960"
"10.03.2017 04:30 - 10.03.2017 04:45","60207","61886"
"10.03.2017 04:45 - 10.03.2017 05:00","61556","63322"
"10.03.2017 05:00 - 10.03.2017 05:15","64891","66212"
"10.03.2017 05:15 - 10.03.2017 05:30","67303","69196"
"10.03.2017 05:30 - 10.03.2017 05:45","69022","70443"
"10.03.2017 05:45 - 10.03.2017 06:00","70508","71952"
"10.03.2017 06:00 - 10.03.2017 06:15","72449","73473"
"10.03.2017 06:15 - 10.03.2017 06:30","73764","74772"
"10.03.2017 06:30 - 10.03.2017 06:45","74706","75562"
"10.03.2017 06:45 - 10.03.2017 07:00","75499","76425"
"10.03.2017 07:00 - 10.03.2017 07:15","76653","77397"
"10.03.2017 07:15 - 10.03.2017 07:30","76897","77857"
"10.03.2017 07:30 - 10.03.2017 07:45","77214","77937"
"10.03.2017 07:45 - 10.03.2017 08:00","77365","77847"
"10.03.2017 08:00 - 10.03.2017 08:15","77475","77750"
"10.03.2017 08:15 - 10.03.2017 08:30","77428","78045"
"10.03.2017 08:30 - 10.03.2017 08:45","77765","78768"
"10.03.2017 08:45 - 10.03.2017 09:00","78139","79195"
"10.03.2017 09:00 - 10.03.2017 09:15","78486","78854"
"10.03.2017 09:15 - 10.03.2017 09:30","78579","79132"
"10.03.2017 09:30 - 10.03.2017 09:45","78722","79657"
"10.03.2017 09:45 - 10.03.2017 10:00","79180","79824"
"10.03.2017 10:00 - 10.03.2017 10:15","79228","79537"
"10.03.2017 10:15 - 10.03.2017 10:30","79741","79913"
"10.03.2017 10:30 - 10.03.2017 10:45","79652","79931"
"10.03.2017 10:45 - 10.03.2017 11:00","79783","79830"
"10.03.2017 11:00 - 10.03.2017 11:15","79131","79632"
"10.03.2017 11:15 - 10.03.2017 11:30","79219","79094"
"10.03.2017 11:30 - 10.03.2017 11:45","78603","78609"
"10.03.2017 11:45 - 10.03.2017 12:00","78507","78248"
"10.03.2017 12:00 - 10.03.2017 12:15","77980","78238"
"10.03.2017 12:15 - 10.03.2017 12:30","77389","77196"
"10.03.2017 12:30 - 10.03.2017 12:45","77193","77134"
"10.03.2017 12:45 - 10.03.2017 13:00","76478","76404"
"10.03.2017 13:00 - 10.03.2017 13:15","75836","76081"
"10.03.2017 13:15 - 10.03.2017 13:30","75465","75988"
"10.03.2017 13:30 - 10.03.2017 13:45","75594","75130"
"10.03.2017 13:45 - 10.03.2017 14:00","75391","74424"
"10.03.2017 14:00 - 10.03.2017 14:15","74117","74462"
"10.03.2017 14:15 - 10.03.2017 14:30","74430","73994"
"10.03.2017 14:30 - 10.03.2017 14:45","73764","73133"
"10.03.2017 14:45 - 10.03.2017 15:00","73698","72399"
"10.03.2017 15:00 - 10.03.2017 15:15","73494","72360"
"10.03.2017 15:15 - 10.03.2017 15:30","72376","72243"
"10.03.2017 15:30 - 10.03.2017 15:45","71834","71534"
"10.03.2017 15:45 - 10.03.2017 16:00","73326","71222"
